Wednesday, February 7, 2024
53264395773000,STATE,Idle,EVENT,none,LOOK_AT,0,0,0,POSITION,0,1.9,0
53264593926000,STATE,Idle,EVENT,none,LOOK_AT,356.4626,7.641728,2.691894,POSITION,0.05068183,1.970616,0.02871865
53264632573000,STATE,Idle,EVENT,none,LOOK_AT,356.5457,7.797974,2.596688,POSITION,0.05116512,1.97012,0.02821406
53264643284000,STATE,Idle,EVENT,none,LOOK_AT,356.58,7.829934,2.538217,POSITION,0.05143843,1.969976,0.02807256
53264658019000,STATE,Idle,EVENT,none,LOOK_AT,356.6142,7.843311,2.487526,POSITION,0.05164061,1.96987,0.02795641
53264666303000,STATE,Idle,EVENT,none,LOOK_AT,356.6135,7.831049,2.467867,POSITION,0.05169824,1.969857,0.02792598
53264696986000,STATE,Idle,EVENT,none,LOOK_AT,356.6421,7.795828,2.428433,POSITION,0.05189265,1.969804,0.02791925
53264708972000,STATE,Idle,EVENT,none,LOOK_AT,356.7106,7.773017,2.405389,POSITION,0.05194143,1.969707,0.02797789
53264723544000,STATE,Idle,EVENT,none,LOOK_AT,356.787,7.752807,2.374712,POSITION,0.05202969,1.969513,0.02805689
53264740257000,STATE,Idle,EVENT,none,LOOK_AT,356.9454,7.709731,2.345204,POSITION,0.05215526,1.969155,0.02814693
53264753564000,STATE,Idle,EVENT,none,LOOK_AT,357.1618,7.66176,2.258778,POSITION,0.05254122,1.967897,0.02832341
53264764837000,STATE,Idle,EVENT,none,LOOK_AT,357.438,7.643993,2.206832,POSITION,0.0527908,1.966707,0.0286309
53264778953000,STATE,Idle,EVENT,none,LOOK_AT,357.8343,7.57216,2.126683,POSITION,0.05329937,1.965171,0.02884011
53264796337000,STATE,Idle,EVENT,none,LOOK_AT,358.321,7.613935,2.123674,POSITION,0.05393124,1.963066,0.02917844
53264807756000,STATE,Idle,EVENT,none,LOOK_AT,358.9618,7.809844,2.00668,POSITION,0.05459838,1.960267,0.02961632
53264821779000,STATE,Idle,EVENT,none,LOOK_AT,359.7498,8.011698,1.547953,POSITION,0.05491444,1.957186,0.03013854
53264838154000,STATE,Idle,EVENT,none,LOOK_AT,0.5301213,8.0167,0.7842221,POSITION,0.05531638,1.953511,0.03036832
53264852897000,STATE,Idle,EVENT,none,LOOK_AT,1.31939,8.142906,359.9443,POSITION,0.05555922,1.950021,0.030357
