Wednesday, February 7, 2024
36651824357000,STATE,Idle,EVENT,none,LOOK_AT,0,0,0,POSITION,0,1.9,0
36651915000000,STATE,Idle,EVENT,none,LOOK_AT,335.0371,71.27251,354.3175,POSITION,0.02381796,1.960253,-0.2950431
36651930078000,STATE,Idle,EVENT,none,LOOK_AT,335.1982,71.24983,354.1986,POSITION,0.02393866,1.959586,-0.2940826
36651943288000,STATE,Idle,EVENT,none,LOOK_AT,335.2932,71.22134,354.2049,POSITION,0.02392608,1.959485,-0.2933217
36651954493000,STATE,Idle,EVENT,none,LOOK_AT,335.3752,71.16879,354.2603,POSITION,0.0240131,1.95931,-0.2927758
36651968471000,STATE,Idle,EVENT,none,LOOK_AT,335.4522,71.07365,354.3262,POSITION,0.0240733,1.959065,-0.2922748
36651984290000,STATE,Idle,EVENT,none,LOOK_AT,335.5434,70.96197,354.3856,POSITION,0.02408862,1.958818,-0.2917133
36652006751000,STATE,Idle,EVENT,none,LOOK_AT,335.6602,70.87491,354.4079,POSITION,0.02407193,1.958726,-0.2910275
36652018597000,STATE,Idle,EVENT,none,LOOK_AT,335.7679,70.75988,354.451,POSITION,0.02407593,1.958613,-0.2902782
36652027975000,STATE,Idle,EVENT,none,LOOK_AT,335.873,70.65676,354.5012,POSITION,0.02403378,1.958509,-0.2895305
36652039296000,STATE,Idle,EVENT,none,LOOK_AT,335.9973,70.58458,354.5538,POSITION,0.02406633,1.958395,-0.2886621
36652055103000,STATE,Idle,EVENT,none,LOOK_AT,336.1032,70.4874,354.6497,POSITION,0.0240764,1.958203,-0.2878184
36652069374000,STATE,Idle,EVENT,none,LOOK_AT,336.2007,70.3756,354.7065,POSITION,0.02401602,1.958076,-0.2868798
36652090833000,STATE,Idle,EVENT,none,LOOK_AT,336.2729,70.22903,354.7511,POSITION,0.02392656,1.958046,-0.2858847
36652099084000,STATE,Idle,EVENT,none,LOOK_AT,336.3471,70.06007,354.8317,POSITION,0.02385175,1.958084,-0.2849538
36652108894000,STATE,Idle,EVENT,none,LOOK_AT,336.3966,69.91703,354.93,POSITION,0.02376544,1.958183,-0.2840075
36652122792000,STATE,Idle,EVENT,none,LOOK_AT,336.4616,69.81088,355.0373,POSITION,0.02369249,1.958196,-0.2830572
36652139452000,STATE,Idle,EVENT,none,LOOK_AT,336.4966,69.70441,355.1465,POSITION,0.02365357,1.9583,-0.2820881
36652150892000,STATE,Idle,EVENT,none,LOOK_AT,336.4984,69.58461,355.2816,POSITION,0.02362508,1.958356,-0.2812087
36652172906000,STATE,Idle,EVENT,none,LOOK_AT,336.4455,69.47509,355.4282,POSITION,0.0235424,1.95844,-0.2803693
36652177109000,STATE,Idle,EVENT,none,LOOK_AT,336.457,69.38114,355.5567,POSITION,0.02345347,1.958561,-0.2794714
36652191583000,STATE,Idle,EVENT,none,LOOK_AT,336.4108,69.33025,355.7132,POSITION,0.02344239,1.958568,-0.278661
36652206642000,STATE,Idle,EVENT,none,LOOK_AT,336.3849,69.33612,355.8083,POSITION,0.02345002,1.958521,-0.2778043
36652222752000,STATE,Idle,EVENT,none,LOOK_AT,336.3955,69.34879,355.8978,POSITION,0.02341235,1.958527,-0.2770085
36652232381000,STATE,Idle,EVENT,none,LOOK_AT,336.4208,69.35776,355.9979,POSITION,0.02334684,1.958528,-0.2762193
36652246340000,STATE,Idle,EVENT,none,LOOK_AT,336.4524,69.3341,356.1267,POSITION,0.02323759,1.95845,-0.2755187
36652260821000,STATE,Idle,EVENT,none,LOOK_AT,336.503,69.31783,356.2307,POSITION,0.02305937,1.958325,-0.2747611
36652275957000,STATE,Idle,EVENT,none,LOOK_AT,336.5732,69.30695,356.2912,POSITION,0.02296966,1.958187,-0.2740057
36652290502000,STATE,Idle,EVENT,none,LOOK_AT,336.6473,69.26729,356.3438,POSITION,0.02296191,1.958076,-0.2733255
36652305656000,STATE,Idle,EVENT,none,LOOK_AT,336.7088,69.21989,356.4364,POSITION,0.02303982,1.957911,-0.2726962
36652318274000,STATE,Idle,EVENT,none,LOOK_AT,336.7935,69.21684,356.4983,POSITION,0.02310354,1.957772,-0.2719894
36652332654000,STATE,Idle,EVENT,none,LOOK_AT,336.8849,69.19589,356.5421,POSITION,0.02315468,1.957582,-0.2713688
36652348208000,STATE,Idle,EVENT,none,LOOK_AT,336.9768,69.22165,356.5515,POSITION,0.02326459,1.957271,-0.2707717
36652358771000,STATE,Idle,EVENT,none,LOOK_AT,337.11,69.23909,356.5362,POSITION,0.02332109,1.956992,-0.2702442
36652371694000,STATE,Idle,EVENT,none,LOOK_AT,337.2457,69.23469,356.5647,POSITION,0.02350253,1.95659,-0.2697466
36652389670000,STATE,Idle,EVENT,none,LOOK_AT,337.43,69.26521,356.5633,POSITION,0.02358234,1.956135,-0.2692146
36652401641000,STATE,Idle,EVENT,none,LOOK_AT,337.6193,69.29775,356.5797,POSITION,0.02374709,1.955534,-0.2687276
36652415492000,STATE,Idle,EVENT,none,LOOK_AT,337.8843,69.40869,356.5487,POSITION,0.02385885,1.954873,-0.2681675
36652433366000,STATE,Idle,EVENT,none,LOOK_AT,338.1874,69.4924,356.5046,POSITION,0.0239498,1.954197,-0.2677679
36652447585000,STATE,Idle,EVENT,none,LOOK_AT,338.5358,69.57432,356.497,POSITION,0.02409804,1.953471,-0.2673765
36652456907000,STATE,Idle,EVENT,none,LOOK_AT,338.9327,69.71433,356.487,POSITION,0.02419841,1.952712,-0.2668785
36652474887000,STATE,Idle,EVENT,none,LOOK_AT,339.4107,69.86249,356.5169,POSITION,0.02415168,1.95181,-0.2665112
36652487445000,STATE,Idle,EVENT,none,LOOK_AT,339.9042,70.05265,356.6111,POSITION,0.02405155,1.950733,-0.2662676
36652500397000,STATE,Idle,EVENT,none,LOOK_AT,340.4406,70.37823,356.4413,POSITION,0.02361292,1.950216,-0.2661779
36652515782000,STATE,Idle,EVENT,none,LOOK_AT,340.9151,70.68105,356.4155,POSITION,0.0232991,1.949378,-0.2661001
36652524767000,STATE,Idle,EVENT,none,LOOK_AT,341.4453,71.04996,356.4508,POSITION,0.02343887,1.948131,-0.2660308
36652542227000,STATE,Idle,EVENT,none,LOOK_AT,342.0233,71.51472,356.394,POSITION,0.02335829,1.947181,-0.2658016
36652556800000,STATE,Idle,EVENT,none,LOOK_AT,342.7007,71.85699,356.5667,POSITION,0.02323991,1.945791,-0.2659777
