UserID,,NSession,,ManoE4,mano_izquierda
1708434626062,STATE,Idle,EVENT,none,LOOK_AT,0,0,0,POSITION,0,1.9,0
1708434626197,STATE,Idle,EVENT,none,LOOK_AT,357.837,1.72896,23.96228,POSITION,0.4210619,2.211015,-0.4135946
1708434626222,STATE,Idle,EVENT,none,LOOK_AT,357.7657,1.743737,24.03786,POSITION,0.4208323,2.211108,-0.4136747
1708434626236,STATE,Idle,EVENT,none,LOOK_AT,357.7318,1.759047,24.07253,POSITION,0.4207576,2.211162,-0.4137161
1708434626250,STATE,Idle,EVENT,none,LOOK_AT,357.6831,1.778248,24.14126,POSITION,0.420673,2.211234,-0.4137629
1708434626255,STATE,Idle,EVENT,none,LOOK_AT,357.6786,1.79501,24.14827,POSITION,0.4206544,2.211251,-0.4137523
1708434626283,STATE,Idle,EVENT,none,LOOK_AT,357.6586,1.801917,24.14434,POSITION,0.420603,2.211227,-0.4136671
1708434626299,STATE,Idle,EVENT,none,LOOK_AT,357.6716,1.793708,24.14232,POSITION,0.4205825,2.211176,-0.4136458
1708434626313,STATE,Idle,EVENT,none,LOOK_AT,357.691,1.790069,24.13569,POSITION,0.420584,2.211164,-0.4136113
1708434626326,STATE,Idle,EVENT,none,LOOK_AT,357.7118,1.788863,24.12572,POSITION,0.4206071,2.211154,-0.4135598
1708434626341,STATE,Idle,EVENT,none,LOOK_AT,357.7304,1.78787,24.10241,POSITION,0.420655,2.211159,-0.4135246
1708434626355,STATE,Idle,EVENT,none,LOOK_AT,357.7245,1.802041,24.08894,POSITION,0.420691,2.211161,-0.4134996
1708434626368,STATE,Idle,EVENT,none,LOOK_AT,357.7148,1.816826,24.08075,POSITION,0.4207094,2.211193,-0.4135087
1708434626381,STATE,Idle,EVENT,none,LOOK_AT,357.6837,1.839897,24.08763,POSITION,0.4207232,2.21121,-0.4135206
1708434626395,STATE,Idle,EVENT,none,LOOK_AT,357.6645,1.84884,24.08974,POSITION,0.4207517,2.211239,-0.4135378
1708434626410,STATE,Idle,EVENT,none,LOOK_AT,357.6461,1.85229,24.10813,POSITION,0.4207681,2.211262,-0.4135436
1708434626426,STATE,Idle,EVENT,none,LOOK_AT,357.609,1.870777,24.11739,POSITION,0.4207602,2.211284,-0.4135423
1708434626441,STATE,Idle,EVENT,none,LOOK_AT,357.6025,1.893582,24.13799,POSITION,0.420729,2.211312,-0.4135427
1708434626458,STATE,Idle,EVENT,none,LOOK_AT,357.5721,1.859689,24.15738,POSITION,0.4207159,2.211326,-0.4135569
1708434626469,STATE,Idle,EVENT,none,LOOK_AT,357.5364,1.890782,24.20174,POSITION,0.4206528,2.211348,-0.4136009
1708434626479,STATE,Idle,EVENT,none,LOOK_AT,357.5157,1.916685,24.24229,POSITION,0.4206152,2.211378,-0.4136295
1708434626498,STATE,Idle,EVENT,none,LOOK_AT,357.5091,1.934961,24.28548,POSITION,0.4205635,2.211427,-0.4136581
1708434626514,STATE,Idle,EVENT,none,LOOK_AT,357.5167,1.95806,24.31881,POSITION,0.4204985,2.21149,-0.4136958
1708434626528,STATE,Idle,EVENT,none,LOOK_AT,357.4875,1.965787,24.362,POSITION,0.4204028,2.211565,-0.4137557
1708434626539,STATE,Idle,EVENT,none,LOOK_AT,357.4617,1.958653,24.39743,POSITION,0.420293,2.211646,-0.4138174
1708434626549,STATE,Idle,EVENT,none,LOOK_AT,357.45,1.933382,24.46317,POSITION,0.4201859,2.211715,-0.4138948
1708434626564,STATE,Idle,EVENT,none,LOOK_AT,357.4372,1.912131,24.49841,POSITION,0.4200424,2.211777,-0.4139931
1708434626577,STATE,Idle,EVENT,none,LOOK_AT,357.428,1.88084,24.53749,POSITION,0.4198902,2.211825,-0.4141027
