Thursday, February 8, 2024
60708918891000,STATE,Idle,EVENT,none,LOOK_AT,0,0,0,POSITION,0,1.9,0
60709033237000,STATE,Idle,EVENT,none,LOOK_AT,11.78241,62.05099,179.4094,POSITION,-0.8283317,1.159012,-0.8767624
60709081150000,STATE,Idle,EVENT,none,LOOK_AT,11.78244,62.05111,179.4092,POSITION,-0.8283242,1.158987,-0.8767691
60709085467000,STATE,Idle,EVENT,none,LOOK_AT,11.7818,62.05213,179.4105,POSITION,-0.8283209,1.158972,-0.8767737
60709098709000,STATE,Idle,EVENT,none,LOOK_AT,11.78317,62.05202,179.4126,POSITION,-0.8283167,1.158967,-0.876779
60709114172000,STATE,Idle,EVENT,none,LOOK_AT,11.78052,62.05539,179.4135,POSITION,-0.8283218,1.158966,-0.8767818
60709127922000,STATE,Idle,EVENT,none,LOOK_AT,11.78311,62.05537,179.4079,POSITION,-0.8283368,1.158984,-0.8767864
60709133447000,STATE,Idle,EVENT,none,LOOK_AT,11.78564,62.05517,179.4101,POSITION,-0.8283486,1.159001,-0.8767862
60709147885000,STATE,Idle,EVENT,none,LOOK_AT,11.78609,62.04921,179.4058,POSITION,-0.828334,1.158992,-0.8767948
60709157264000,STATE,Idle,EVENT,none,LOOK_AT,11.78623,62.05909,179.414,POSITION,-0.8283466,1.158996,-0.8767954
60709173517000,STATE,Idle,EVENT,none,LOOK_AT,11.78288,62.04977,179.412,POSITION,-0.8283342,1.158991,-0.8768046
60709187417000,STATE,Idle,EVENT,none,LOOK_AT,11.7831,62.04965,179.4056,POSITION,-0.8283451,1.158985,-0.8768188
60709205915000,STATE,Idle,EVENT,none,LOOK_AT,11.7825,62.05229,179.4091,POSITION,-0.8284035,1.158999,-0.8768306
60709218574000,STATE,Idle,EVENT,none,LOOK_AT,11.77333,62.05245,179.4091,POSITION,-0.828438,1.158997,-0.8768494
60709229942000,STATE,Idle,EVENT,none,LOOK_AT,11.78218,62.05225,179.409,POSITION,-0.8284299,1.158997,-0.8768521
60709244948000,STATE,Idle,EVENT,none,LOOK_AT,11.77928,62.05153,179.412,POSITION,-0.8284369,1.158997,-0.876859
60709252290000,STATE,Idle,EVENT,none,LOOK_AT,11.78559,62.05488,179.4127,POSITION,-0.8284345,1.159004,-0.8768581
60709266486000,STATE,Idle,EVENT,none,LOOK_AT,11.77931,62.04809,179.4085,POSITION,-0.8284187,1.158998,-0.8768722
60709279905000,STATE,Idle,EVENT,none,LOOK_AT,11.78592,62.05458,179.4095,POSITION,-0.8283772,1.159042,-0.87686
60709293774000,STATE,Idle,EVENT,none,LOOK_AT,11.78301,62.05441,179.4094,POSITION,-0.8283418,1.15907,-0.876856
60709307874000,STATE,Idle,EVENT,none,LOOK_AT,11.78007,62.05481,179.4131,POSITION,-0.8283443,1.159068,-0.876859
60709321947000,STATE,Idle,EVENT,none,LOOK_AT,11.78334,62.05144,179.4091,POSITION,-0.8283408,1.159068,-0.8768696
60709335411000,STATE,Idle,EVENT,none,LOOK_AT,11.78334,62.0549,179.4166,POSITION,-0.8283455,1.159074,-0.8768686
60709350096000,STATE,Idle,EVENT,none,LOOK_AT,11.7804,62.05473,179.4101,POSITION,-0.8283384,1.159063,-0.8768784
60709366752000,STATE,Idle,EVENT,none,LOOK_AT,11.79307,62.04806,179.4081,POSITION,-0.8283063,1.159074,-0.8768806
60709377915000,STATE,Idle,EVENT,none,LOOK_AT,11.78355,62.05165,179.409,POSITION,-0.8283109,1.159058,-0.8768889
60709391521000,STATE,Idle,EVENT,none,LOOK_AT,11.78378,62.04829,179.4083,POSITION,-0.8283061,1.159056,-0.8768924
60709405604000,STATE,Idle,EVENT,none,LOOK_AT,11.78024,62.05396,179.406,POSITION,-0.8283185,1.159048,-0.8768967
60709419238000,STATE,Idle,EVENT,none,LOOK_AT,11.78978,62.0513,179.4085,POSITION,-0.8283047,1.159056,-0.8768922
