UserID,DS01,NSession,1,ManoE4,mano_izquierda
1708446150271,STATE,Idle,EVENT,none,LOOK_AT,0,0,0,POSITION,0,1.9,0
1708446150421,STATE,Idle,EVENT,none,LOOK_AT,339.7769,64.04212,358.1309,POSITION,0.2666071,1.673642,0.4145189
1708446150454,STATE,Idle,EVENT,none,LOOK_AT,339.7268,64.17289,358.0367,POSITION,0.266555,1.673853,0.4133563
1708446150479,STATE,Idle,EVENT,none,LOOK_AT,339.706,64.26431,357.9981,POSITION,0.2665876,1.673851,0.4126503
1708446150491,STATE,Idle,EVENT,none,LOOK_AT,339.6649,64.36993,357.9558,POSITION,0.2666139,1.673952,0.4118953
1708446150502,STATE,Idle,EVENT,none,LOOK_AT,339.6549,64.40664,357.9396,POSITION,0.2666426,1.67398,0.4116504
1708446150529,STATE,Idle,EVENT,none,LOOK_AT,339.6982,64.53059,357.8776,POSITION,0.2666935,1.674016,0.4111802
1708446150538,STATE,Idle,EVENT,none,LOOK_AT,339.7026,64.56281,357.8654,POSITION,0.2667356,1.674039,0.4109918
1708446150553,STATE,Idle,EVENT,none,LOOK_AT,339.7006,64.58933,357.8378,POSITION,0.2668024,1.674043,0.410814
1708446150571,STATE,Idle,EVENT,none,LOOK_AT,339.6833,64.62128,357.8033,POSITION,0.2668747,1.674049,0.4106451
1708446150586,STATE,Idle,EVENT,none,LOOK_AT,339.6933,64.62982,357.7671,POSITION,0.2669595,1.674055,0.4104892
1708446150600,STATE,Idle,EVENT,none,LOOK_AT,339.7058,64.65526,357.7362,POSITION,0.2670354,1.67401,0.4103219
1708446150608,STATE,Idle,EVENT,none,LOOK_AT,339.7133,64.64922,357.7341,POSITION,0.2671165,1.673955,0.4101594
1708446150625,STATE,Idle,EVENT,none,LOOK_AT,339.7269,64.64965,357.7363,POSITION,0.2672141,1.673933,0.4100516
1708446150637,STATE,Idle,EVENT,none,LOOK_AT,339.7469,64.67684,357.7041,POSITION,0.2673021,1.673911,0.4099388
1708446150650,STATE,Idle,EVENT,none,LOOK_AT,339.7809,64.70242,357.6776,POSITION,0.267396,1.67387,0.4098181
1708446150663,STATE,Idle,EVENT,none,LOOK_AT,339.7856,64.71464,357.6575,POSITION,0.2674852,1.673834,0.4097027
1708446150678,STATE,Idle,EVENT,none,LOOK_AT,339.794,64.71072,357.6468,POSITION,0.2675454,1.673811,0.4096222
1708446150693,STATE,Idle,EVENT,none,LOOK_AT,339.7967,64.69235,357.6564,POSITION,0.26759,1.673793,0.4095792
1708446150706,STATE,Idle,EVENT,none,LOOK_AT,339.7983,64.68574,357.6624,POSITION,0.2676549,1.673767,0.4095475
1708446150719,STATE,Idle,EVENT,none,LOOK_AT,339.7998,64.6749,357.6563,POSITION,0.2677021,1.673789,0.4094871
1708446150734,STATE,Idle,EVENT,none,LOOK_AT,339.783,64.70148,357.6436,POSITION,0.2677589,1.673805,0.4094307
1708446150747,STATE,Idle,EVENT,none,LOOK_AT,339.7757,64.73154,357.6147,POSITION,0.2678329,1.673831,0.4093677
1708446150763,STATE,Idle,EVENT,none,LOOK_AT,339.773,64.77341,357.5569,POSITION,0.2679099,1.673803,0.4092664
1708446150785,STATE,Idle,EVENT,none,LOOK_AT,339.7923,64.77948,357.5354,POSITION,0.2679759,1.673755,0.4091478
1708446150797,STATE,Idle,EVENT,none,LOOK_AT,339.8027,64.78879,357.5263,POSITION,0.2680459,1.673739,0.4090581
1708446150811,STATE,Idle,EVENT,none,LOOK_AT,339.8086,64.76073,357.5632,POSITION,0.2680988,1.673744,0.4089898
1708446150821,STATE,Idle,EVENT,none,LOOK_AT,339.8138,64.75237,357.5779,POSITION,0.2681515,1.673753,0.4089228
1708446150833,STATE,Idle,EVENT,none,LOOK_AT,339.805,64.75402,357.5991,POSITION,0.2682007,1.673757,0.4088263
1708446150850,STATE,Idle,EVENT,none,LOOK_AT,339.7959,64.78938,357.5772,POSITION,0.2682481,1.673762,0.4087355
1708446150873,STATE,Idle,EVENT,none,LOOK_AT,339.8129,64.86158,357.5055,POSITION,0.2682998,1.673763,0.4086499
1708446150883,STATE,Idle,EVENT,none,LOOK_AT,339.8307,64.88705,357.464,POSITION,0.2683607,1.673749,0.4085536
1708446150896,STATE,Idle,EVENT,none,LOOK_AT,339.8275,64.91148,357.4316,POSITION,0.2684086,1.673742,0.4084745
1708446150915,STATE,Idle,EVENT,none,LOOK_AT,339.8397,64.87038,357.4642,POSITION,0.2684502,1.67373,0.4083801
1708446150926,STATE,Idle,EVENT,none,LOOK_AT,339.8342,64.87153,357.4702,POSITION,0.2685021,1.673711,0.4082939
1708446150934,STATE,Idle,EVENT,none,LOOK_AT,339.8366,64.85817,357.483,POSITION,0.268536,1.673709,0.4082004
1708446150962,STATE,Idle,EVENT,none,LOOK_AT,339.8013,64.89104,357.4589,POSITION,0.2685892,1.673763,0.4080035
1708446150984,STATE,Idle,EVENT,none,LOOK_AT,339.7625,64.95052,357.3854,POSITION,0.2686272,1.673775,0.4079973
1708446150998,STATE,Idle,EVENT,none,LOOK_AT,339.7662,64.94958,357.3688,POSITION,0.2686947,1.673803,0.4080361
1708446151012,STATE,Idle,EVENT,none,LOOK_AT,339.7732,64.93961,357.3819,POSITION,0.2687764,1.673844,0.4080876
1708446151032,STATE,Idle,EVENT,none,LOOK_AT,339.7836,64.91859,357.3935,POSITION,0.2688627,1.673856,0.4081209
1708446151047,STATE,Idle,EVENT,none,LOOK_AT,339.7878,64.91263,357.4151,POSITION,0.2689394,1.673844,0.408134
1708446151063,STATE,Idle,EVENT,none,LOOK_AT,339.8176,64.90963,357.4355,POSITION,0.2690167,1.673835,0.4081411
1708446151074,STATE,Idle,EVENT,none,LOOK_AT,339.8411,64.91087,357.4324,POSITION,0.2691056,1.673807,0.4081486
1708446151084,STATE,Idle,EVENT,none,LOOK_AT,339.8916,64.92683,357.4185,POSITION,0.269196,1.673748,0.4081508
1708446151096,STATE,Idle,EVENT,none,LOOK_AT,339.8982,64.9352,357.3956,POSITION,0.2692796,1.67369,0.408157
1708446151110,STATE,Idle,EVENT,none,LOOK_AT,339.9027,64.92261,357.4139,POSITION,0.2693401,1.673631,0.4081458
